52.00000000	5.00000000	27.00000000	10.00000000	3000.00000000	143.71800000	0.00351516	0.00021970	7.00000000	0.00010985	0.00039232	0.00484904	32.66770000	40.86730000	4.75080000	28.00000000	0.00139660	6.00000000	0.00000000	0.00000000
55.00000000	5.00000000	23.00000000	10.00000000	5000.00000000	129.23220000	0.00330381	0.00025946	4.00000000	0.00029406	0.00043244	0.00430706	32.91940000	42.34540000	4.84340000	22.00000000	0.00119350	5.00000000	0.00000000	0.00020757
56.00000000	4.00000000	30.00000000	10.00000000	200.00000000	69.96120000	0.00110109	0.00033557	4.00000000	0.00029362	0.00046141	0.00292576	44.64750000	75.35480000	4.04300000	22.00000000	0.00074455	6.00000000	0.00000000	0.00018876
57.00000000	3.00000000	19.00000000	20.00000000	400.00000000	107.60160000	0.00103354	0.00021310	1.00000000	0.00005328	0.00054341	0.00378255	29.22030000	53.73520000	4.91550000	19.00000000	0.00042620	7.00000000	0.00000000	0.00038358
58.00000000	3.00000000	32.00000000	10.00000000	500.00000000	122.89080000	0.00113601	0.00032733	2.00000000	0.00000000	0.00132856	0.00236830	22.68850000	62.08130000	9.37400000	15.00000000	0.00117450	4.00000000	0.00000000	0.00001930
60.00000000	2.00000000	27.00000000	6.00000000	70.00000000	44.45700000	0.00097839	0.00025523	2.00000000	0.00000000	0.00000000	0.00242471	76.44050000	98.77190000	3.09650000	16.00000000	0.00037221	6.00000000	0.00000000	0.00000000
61.00000000	1.00000000	21.00000000	8.00000000	240.00000000	46.99620000	0.00082011	0.00016852	6.00000000	0.00000000	0.00004494	0.00198850	94.02270000	90.53110000	4.10170000	15.00000000	0.00057296	5.00000000	0.00000000	0.00000000
72.00000000	7.00000000	17.00000000	42.00000000	10000.00000000	212.60220000	0.00903974	0.00067624	6.00000000	0.00116353	0.00125303	0.00495246	24.61170000	41.76710000	6.61040000	45.00000000	0.00227730	9.00000000	0.00012928	0.00024862
77.00000000	4.00000000	20.00000000	14.00000000	2708.00000000	117.48840000	0.00294428	0.00052677	2.00000000	0.00001881	0.00041389	0.00539941	52.01400000	46.43210000	3.37460000	29.00000000	0.00103470	7.00000000	0.00027279	0.00047033
81.00000000	4.00000000	18.00000000	24.00000000	800.00000000	155.98560000	0.00505391	0.00052411	8.00000000	0.00002496	0.00039932	0.00356893	24.46320000	52.15380000	6.56640000	27.00000000	0.00131030	6.00000000	0.00000000	0.00000000
83.00000000	3.00000000	16.00000000	16.00000000	6000.00000000	153.80100000	0.00167662	0.00031856	4.00000000	0.00000000	0.00082154	0.00377238	23.41070000	48.07110000	7.00440000	24.00000000	0.00159280	7.00000000	0.00000000	0.00001680
93.00000000	4.00000000	26.00000000	4.00000000	190.00000000	79.29480000	0.00037854	0.00025510	3.00000000	0.00001646	0.00016458	0.00355497	39.63810000	65.50000000	4.22690000	19.00000000	0.00075708	7.00000000	0.00010698	0.00026333
97.00000000	3.00000000	18.00000000	12.00000000	350.00000000	67.47540000	0.00042252	0.00016901	1.00000000	0.00002414	0.00014486	0.00288522	42.43700000	68.05020000	4.32220000	16.00000000	0.00074847	7.00000000	0.00000000	0.00043459
98.00000000	3.00000000	38.00000000	6.00000000	1000.00000000	119.43660000	0.00495204	0.00005213	2.00000000	0.00008688	0.00003475	0.00272797	54.87180000	79.21020000	6.22930000	21.00000000	0.00149430	5.00000000	0.00000000	0.00000000
100.00000000	5.00000000	16.00000000	30.00000000	5000.00000000	160.47540000	0.00425386	0.00043174	2.00000000	0.00077458	0.00040634	0.00457131	36.28970000	46.88890000	5.43610000	28.00000000	0.00198090	7.00000000	0.00000000	0.00000000
102.00000000	5.00000000	17.00000000	16.00000000	1500.00000000	81.77220000	0.00233348	0.00043045	4.00000000	0.00000000	0.00024921	0.00289986	45.16540000	64.75000000	4.53120000	15.00000000	0.00124600	6.00000000	0.00000000	0.00022655
